"unit","genotype","g_alias","treatment","timestamp","Digital biomass [mm³]","greenness average","greenness bin0","greenness bin1","greenness bin2","greenness bin3","greenness bin4","greenness bin5","Height [mm]","Height Max [mm]","hue average [°]","hue bin0","hue bin1","hue bin2","hue bin3","hue bin4","hue bin5","Leaf angle [°]","Leaf area [mm²]","Leaf area index [mm²/mm²]","Leaf area (projected) [mm²]","Leaf inclination [mm²/mm²]","Light penetration depth [mm]","NDVI average","NDVI bin0","NDVI bin1","NDVI bin2","NDVI bin3","NDVI bin4","NDVI bin5","NPCI average","NPCI bin0","NPCI bin1","NPCI bin2","NPCI bin3","NPCI bin4","NPCI bin5","PSRI average","PSRI bin0","PSRI bin1","PSRI bin2","PSRI bin3","PSRI bin4","PSRI bin5"
"63:1:1","Raddish","Raddish","Drought",2022-02-27 11:36:13,309031,0.11947,0,0.00015,0.21104,0.7888,0,0,45.872,55.94,66.745,0.00262,0.63278,0.32511,0.01097,0.02852,0,40.184,6736.76,0.075,4339.32,1.54974,44.254,0.41692,0,0,0.02919,0.58832,0.38249,0,0.21733,0,0,0.02851,0.95093,0.02056,0,0.1523,0,2e-05,0.02848,0.97072,0.00077,0
"63:1:1","Raddish","Raddish","Drought",2022-02-28 10:32:59,257767,0.10322,0,0.00014,0.23307,0.76678,0,0,42.401,55.221,62.9343,0.00288,0.66809,0.28446,0.01339,0.03118,0,39.035,6079.2,0.068,3819.22,1.58776,40.804,0.39296,0,0,0.03613,0.63235,0.33153,0,0.22083,0,0,0.0325,0.94291,0.02458,0,0.16191,0,0,0.0325,0.96478,0.00272,0
"63:1:1","Raddish","Raddish","Drought",2022-03-01 09:38:34,221950,0.09297,0,0.00115,0.24212,0.75673,0,0,36.745,53.983,59.683,0.00272,0.7231,0.22732,0.01404,0.03282,0,39.429,6040.24,0.067,3822.24,1.57445,35.147,0.36207,0,0,0.03637,0.72023,0.2434,0,0.23329,0,0,0.03284,0.94659,0.02056,0,0.17953,0,0,0.03284,0.96443,0.00272,0
"63:1:1","Raddish","Raddish","Drought",2022-03-02 13:35:44,154664,0.07549,0,0.00053,0.25378,0.74569,0,0,28.275,52.629,54.9011,0.00326,0.81548,0.13609,0.01075,0.03442,0,39.944,5469.98,0.061,3506.44,1.5575,26.773,0.32775,0,0,0.04656,0.81181,0.14163,0,0.23661,0,0,0.02698,0.95639,0.01664,0,0.19475,0,0,0.02698,0.96954,0.00349,0
"63:1:1","Raddish","Raddish","Drought",2022-03-03 09:47:51,132628,0.06334,0,0.00176,0.27571,0.72254,0,0,25.951,49.764,51.8442,0.0031,0.84231,0.09678,0.01502,0.0428,0,40.369,5110.7,0.057,3308.05,1.54387,24.235,0.31412,0,0,0.04535,0.84717,0.10748,0,0.23317,0,0,0.03329,0.94991,0.01679,0,0.19484,0,0,0.03329,0.96441,0.0023,0
"63:1:1","Raddish","Raddish","Drought",2022-03-04 13:30:09,117324,0.04477,0,0.00089,0.31941,0.6797,0,0,24.067,44.001,44.708,0.00249,0.90274,0.04026,0.01439,0.04011,0,39.985,4874.83,0.054,3127.9,1.55615,22.402,0.28245,0,0,0.04144,0.85676,0.1018,0,0.24978,0,0,0.03265,0.94874,0.01861,0,0.22045,0,0,0.03265,0.96574,0.00161,0
"63:1:1","Raddish","Raddish","Drought",2022-03-07 13:40:03,71576.5,0.01506,0,0,0.38622,0.61378,0,0,16.778,25.873,37.6438,0.00285,0.91085,0.02702,0.0147,0.04458,0,41.373,4266.16,0.047,2810.52,1.5129,15.174,0.2258,0,0,0.06121,0.87045,0.06834,0,0.23329,0,0,0.03323,0.95717,0.0096,0,0.23389,0,0,0.03323,0.96443,0.00234,0
"64:1:1","Raddish","Raddish","Drought",2022-02-02 15:28:54,158692,-0.0497,1e-05,0.00294,0.66758,0.32946,0,0,12.906,31.388,20.057,0.02152,0.75808,0.02479,0.01117,0.18444,0,42.698,12296.3,0.137,8339.79,1.47459,10.939,0.24093,0,0,0.06048,0.91804,0.02149,0,0.27033,0,0,0.02727,0.9191,0.05363,0,0.24416,0,0.00013,0.02714,0.96528,0.00745,0
"64:1:1","Raddish","Raddish","Drought",2022-02-04 12:42:45,160592,-0.03932,1e-05,0.00129,0.65789,0.34081,0,0,13.202,37.88,22.7327,0.01673,0.80557,0.03465,0.00895,0.1341,0,42.395,12163.9,0.135,8205.86,1.48312,11.299,0.24641,0,0,0.05226,0.91472,0.03303,0,0.29311,0,0,0.02069,0.92756,0.05175,0,0.26311,0,0,0.02069,0.96872,0.01059,0
"64:1:1","Raddish","Raddish","Drought",2022-02-07 11:43:58,355421,0.00105,1e-05,0.00205,0.53625,0.46163,5e-05,0,33.695,44.651,31.6943,0.01656,0.74424,0.11254,0.01196,0.1147,0,43.974,10548.1,0.117,7323.85,1.4402,31.915,0.29727,0,0,0.04148,0.83677,0.12175,0,0.28609,0,0,0.02479,0.91615,0.05906,0,0.24147,0,0.00011,0.02468,0.95734,0.01786,0
"64:1:1","Raddish","Raddish","Drought",2022-02-09 13:39:16,413518,0.05373,2e-05,0.00138,0.41954,0.57874,0.00032,0,42.356,47.647,45.6706,0.01158,0.66819,0.22777,0.01632,0.07615,0,45.741,9762.88,0.108,6990.93,1.39624,40.436,0.37787,0,0,0.02828,0.68224,0.28949,0,0.26532,0,2e-05,0.04054,0.90202,0.05742,0,0.20006,0,3e-05,0.04053,0.94794,0.0115,0
"64:1:1","Raddish","Raddish","Drought",2022-02-11 13:54:48,477822,0.13378,3e-05,0.00133,0.24501,0.75272,0.00092,0,50.65,57.371,71.3309,0.00958,0.48298,0.42713,0.01573,0.06458,0,48.292,9433.71,0.105,7029.38,1.33948,48.614,0.48888,0,0,0.02021,0.41868,0.56111,0,0.20199,4e-05,0.00029,0.05604,0.90655,0.03707,0,0.12631,0,0.00011,0.05626,0.93909,0.00454,0
"64:1:1","Raddish","Raddish","Drought",2022-02-14 13:44:14,752429,0.21192,4e-05,0.00071,0.10968,0.88853,0.00103,0,67.976,72.047,97.0681,0.00489,0.22286,0.73112,0.01157,0.02957,0,49.58,11069,0.123,8428.33,1.3135,62.844,0.59557,0,0,0.01089,0.18637,0.80274,0,0.12596,0,0.00013,0.09094,0.891,0.01793,0,0.06382,1e-05,8e-05,0.09098,0.90682,0.00211,0
"64:1:1","Raddish","Raddish","Drought",2022-02-16 11:22:02,1223030,0.24854,1e-05,0.00056,0.06577,0.93164,0.00203,0,77.883,85.686,102.772,0.0028,0.13868,0.82993,0.00992,0.01867,0,50.06,15703.5,0.174,12038.8,1.30424,70.023,0.64154,0,0,0.00537,0.09997,0.89466,0,0.11168,7e-05,0.00038,0.07958,0.90742,0.01256,0,0.04764,0,8e-05,0.07995,0.919,0.00097,0
"64:1:1","Raddish","Raddish","Drought",2022-02-21 11:34:58,1352720,0.28942,0,7e-04,0.02701,0.9717,0.00059,0,74.181,78.617,102.358,0.00065,0.09261,0.90027,0.0017,0.00477,0,50.732,18235.3,0.203,14082.5,1.29164,23.801,0.64289,0,0,0.0022,0.0601,0.9377,0,0.14365,0,1e-05,0.03882,0.95067,0.0105,0,0.0544,0,0,0.03883,0.9609,0.00027,0
"64:1:1","Raddish","Raddish","Drought",2022-02-22 08:30:35,1399730,0.28514,1e-05,0.00136,0.03024,0.96812,0.00027,0,75.298,80.196,100.142,5e-04,0.11002,0.88443,0.00138,0.00367,0,49.784,18589.3,0.207,14190.9,1.30953,24.436,0.62424,0,0,0.00189,0.07875,0.91935,0,0.1605,0,2e-05,0.0283,0.95441,0.01727,0,0.0655,0,4e-05,0.02828,0.97146,0.00022,0
"64:1:1","Raddish","Raddish","Drought",2022-02-23 13:25:42,1108860,0.26771,0,0.00243,0.0477,0.94936,5e-04,0,70.372,74.447,96.234,0.00066,0.20021,0.79116,0.0026,0.00537,0,48.711,15757,0.175,11817,1.33084,40.611,0.60278,0,0,0.00431,0.16352,0.83216,0,0.17643,0,0,0.02177,0.96176,0.01647,0,0.07732,0,0,0.02177,0.97755,0.00068,0
"64:1:1","Raddish","Raddish","Drought",2022-02-24 08:47:49,1117840,0.26204,0,0.00204,0.05228,0.94558,9e-05,0,68.759,71.942,94.5952,0.00074,0.25753,0.73269,0.00329,0.00575,0,47.938,16257.4,0.181,12038.7,1.34693,44.641,0.58663,0,0,0.00393,0.21898,0.77709,0,0.18746,0,5e-05,0.02232,0.95802,0.0196,0,0.0863,1e-05,0.00026,0.02211,0.97696,0.00066,0
"64:1:1","Raddish","Raddish","Drought",2022-02-25 13:33:28,825657,0.21637,1e-05,0.00382,0.08491,0.91126,0,0,58.919,65.247,82.3394,0.0012,0.47263,0.51187,0.00314,0.01116,0,44.745,14013.5,0.156,9861.23,1.42053,54.549,0.51093,0,0,0.00574,0.39581,0.59845,0,0.242,0,0,0.01262,0.93837,0.04901,0,0.13752,0,0,0.01262,0.98655,0.00083,0
"64:1:1","Raddish","Raddish","Drought",2022-02-26 11:22:05,741757,0.197,0,0.00583,0.09311,0.90106,0,0,58.514,66.49,76.0213,0.00112,0.5134,0.47188,0.00277,0.01084,0,44.713,12676.5,0.141,8913.18,1.42133,54.819,0.46515,0,0,0.00847,0.43971,0.55182,0,0.27626,0,0,0.00694,0.89294,0.10012,0,0.17491,0,0,0.00694,0.9626,0.03045,0
"64:1:1","Raddish","Raddish","Drought",2022-02-27 11:41:09,720093,0.17313,0,0.00754,0.11424,0.87821,0,0,58.471,66.949,69.8755,0.00129,0.61601,0.36788,0.00256,0.01225,0,44.166,12315.3,0.137,8569.94,1.43523,55.358,0.43496,0,0,0.0098,0.51929,0.47091,0,0.2925,0,0,0.0066,0.90253,0.09086,0,0.19421,0,0,0.0066,0.95635,0.03705,0
"64:1:1","Raddish","Raddish","Drought",2022-02-28 10:31:46,653790,0.13569,0,0.0073,0.14069,0.852,0,0,57.218,66.615,62.2775,0.00148,0.73331,0.24734,0.00333,0.01454,0,43.437,11426.3,0.127,7850.99,1.45438,54.686,0.38153,0,0,0.0111,0.67154,0.31736,0,0.29481,0,0,0.00749,0.95056,0.04195,0,0.21666,0,0,0.00749,0.96754,0.02497,0
"64:1:1","Raddish","Raddish","Drought",2022-03-01 09:39:47,591823,0.10081,0,0.0063,0.1921,0.80161,0,0,55.484,65.538,54.056,0.0019,0.86737,0.10903,0.00316,0.01853,0,43.443,10666.5,0.119,7328.88,1.45424,53.124,0.32916,0,0,0.00993,0.83657,0.1535,0,0.30118,0,0,0.00804,0.96052,0.03144,0,0.2419,0,0,0.00804,0.97983,0.01213,0
"64:1:1","Raddish","Raddish","Drought",2022-03-02 13:38:24,420391,0.06706,0,0.00608,0.2351,0.75882,0,0,40.963,66.343,46.3268,0.0022,0.92618,0.04622,0.00396,0.02143,0,44.599,10262.7,0.114,7210.3,1.42419,38.885,0.27542,0,0,0.01066,0.89894,0.0904,0,0.3145,0,0,0.00851,0.91466,0.07683,0,0.27934,3e-05,0.00012,0.00837,0.93633,0.05516,0
"64:1:1","Raddish","Raddish","Drought",2022-03-03 09:48:18,231887,0.04205,0,0.00583,0.27997,0.71421,0,0,23.15,65.657,39.9587,0.00218,0.94685,0.02371,0.0047,0.02256,0,46.088,10016.8,0.111,7216.52,1.38807,21.429,0.2359,0,0,0.01141,0.92221,0.06638,0,0.32952,0,0,0.00931,0.86823,0.12246,0,0.31493,0,0,0.00931,0.87357,0.11713,0
"64:1:1","Raddish","Raddish","Drought",2022-03-04 13:29:36,206307,0.02245,0,0.00523,0.32326,0.67151,0,0,20.877,65.425,36.0259,0.00238,0.95636,0.01303,0.00474,0.02348,0,45.508,9881.8,0.11,7047.81,1.4018,19.304,0.21839,0,0,0.01308,0.93277,0.05415,0,0.32167,0,0,0.00985,0.87179,0.11836,0,0.32122,0,0,0.00985,0.8359,0.15426,0
"64:1:1","Raddish","Raddish","Drought",2022-03-07 13:42:31,137854,0.00342,0,0.00276,0.45414,0.5431,0,0,14.822,62.327,31.7511,0.00226,0.95835,0.0055,0.00589,0.02801,0,45.705,9300.79,0.103,6652.25,1.3971,13.398,0.18657,0,0,0.01865,0.95674,0.02461,0,0.28713,0,0,0.01178,0.97187,0.01635,0,0.30835,0,0,0.01178,0.97922,0.00901,0
"65:1:1","Raddish","Raddish","Drought",2022-02-02 15:25:14,170132,-0.0458,0,0.00235,0.66134,0.33598,0.00033,0,12.291,26.997,20.6973,0.02026,0.76987,0.02503,0.00815,0.17669,0,42.272,13842,0.154,9317.56,1.48663,9.397,0.23924,0,0,0.0559,0.92125,0.02285,0,0.26815,0,0,0.01977,0.93821,0.04202,0,0.24718,0,0,0.01977,0.9729,0.00734,0
"65:1:1","Raddish","Raddish","Drought",2022-02-04 12:52:58,158948,-0.03173,0,0.00123,0.63877,0.35944,0.00057,0,11.675,33.707,23.8684,0.01645,0.81023,0.03802,0.00762,0.12768,0,42.073,13614.5,0.151,9124.76,1.49231,9.308,0.24622,0,0,0.04697,0.91488,0.03815,0,0.29156,0,0,0.01566,0.94086,0.04349,0,0.26478,0,0,0.01566,0.97327,0.01107,0
"65:1:1","Raddish","Raddish","Drought",2022-02-07 11:43:32,373204,0.0151,0,0.00127,0.51109,0.48717,0.00048,0,30.231,40.607,33.5263,0.01481,0.75834,0.12013,0.00628,0.10044,0,43.563,12345.3,0.137,8499.34,1.45103,27.804,0.30075,0,0,0.03488,0.83514,0.12999,0,0.29469,0,0,0.01456,0.93888,0.04656,0,0.24633,0,0,0.01456,0.9707,0.01474,0
"65:1:1","Raddish","Raddish","Drought",2022-02-09 13:38:03,418229,0.07493,0,0.00066,0.37305,0.62588,0.00041,0,35.744,38.676,49.3996,0.00935,0.6765,0.24224,0.01085,0.06107,0,46.105,11700.6,0.13,8436.17,1.38769,33.114,0.39677,0,0,0.02136,0.63068,0.34796,0,0.26765,0,3e-05,0.02934,0.92831,0.04232,0,0.19383,0,0,0.02937,0.96152,0.00911,0
"65:1:1","Raddish","Raddish","Drought",2022-02-11 13:56:32,492110,0.14885,1e-05,0.00076,0.22611,0.77179,0.00134,0,46.178,50.728,72.2919,0.00821,0.46449,0.4609,0.01419,0.05222,0,48.756,10656.9,0.118,8003.19,1.32992,43.278,0.48066,0,0,0.01596,0.41677,0.56727,0,0.20839,0,1e-05,0.04818,0.92736,0.02445,0,0.13174,0,6e-05,0.04813,0.94638,0.00543,0
"65:1:1","Raddish","Raddish","Drought",2022-02-14 13:42:32,657043,0.21891,1e-05,0.00055,0.09389,0.90431,0.00124,0,52.851,56.253,97.9369,0.00468,0.21121,0.74112,0.01543,0.02757,0,53.134,12432,0.138,9925.02,1.24992,47.722,0.60116,0,0,0.00863,0.1458,0.84557,0,0.1216,1e-05,0.00028,0.08201,0.91116,0.00654,0,0.05908,0,0,0.0823,0.91664,0.00106,0
"65:1:1","Raddish","Raddish","Drought",2022-02-16 11:23:19,1040470,0.24716,1e-05,0.00019,0.04869,0.95044,0.00066,0,71.265,77.469,103.767,0.00236,0.13733,0.83778,0.00945,0.01307,0,49.693,14600.1,0.162,11130.9,1.31131,63.293,0.63182,0,0,0.00458,0.09076,0.90466,0,0.10534,0,0.00012,0.07637,0.91663,0.00688,0,0.04568,0,0,0.07649,0.92302,0.00049,0
"65:1:1","Raddish","Raddish","Drought",2022-02-21 11:35:23,1164530,0.2433,0,1e-05,0.03501,0.96429,7e-04,0,74.332,78.037,98.4895,0.00116,0.20362,0.78267,0.00398,0.00857,0,46.699,15666.6,0.174,11390.7,1.37404,68.354,0.61963,0,0,0.0032,0.09934,0.89747,0,0.13053,0,0,0.03424,0.96191,0.00385,0,0.05561,0,0,0.03424,0.96562,0.00014,0
"65:1:1","Raddish","Raddish","Drought",2022-02-22 08:32:36,1051900,0.22777,0,0,0.04296,0.95657,0.00047,0,70.923,75.006,95.2572,0.00086,0.25695,0.73225,0.00375,0.00619,0,47.427,14831.5,0.165,10913.8,1.3579,66.459,0.59287,0,0,0.00415,0.14455,0.85131,0,0.13695,0,0,0.02729,0.97043,0.00228,0,0.06502,0,0,0.02729,0.97237,0.00034,0
"65:1:1","Raddish","Raddish","Drought",2022-02-23 13:30:15,914636,0.21284,0,0,0.0634,0.93638,0.00023,0,65.56,68.755,88.9755,0.00093,0.32286,0.66092,0.00468,0.01061,0,46.237,13951.1,0.155,10075,1.38462,61.407,0.56483,0,0,0.00599,0.21034,0.78367,0,0.1613,0,0,0.01844,0.97893,0.00263,0,0.08256,0,0,0.01844,0.98112,0.00044,0
"65:1:1","Raddish","Raddish","Drought",2022-02-24 08:46:59,1078690,0.22747,0,7e-05,0.04705,0.95283,5e-05,0,69.094,72.294,92.7614,0.00076,0.26783,0.72148,0.00285,0.00708,0,47.548,15611.9,0.173,11503.2,1.35528,64.807,0.5776,0,0,0.00355,0.18249,0.81396,0,0.15044,0,0,0.01567,0.98246,0.00187,0,0.07545,0,3e-05,0.01564,0.98379,0.00054,0
"65:1:1","Raddish","Raddish","Drought",2022-02-25 13:33:51,865962,0.21896,0,0.00031,0.06276,0.93667,0.00026,0,59.561,68.948,90.9952,0.00085,0.26969,0.71456,0.00515,0.00975,0,44.321,14539.1,0.162,10153.6,1.43123,55.268,0.55592,0,0,0.00656,0.21077,0.78266,0,0.15817,0,0,0.01637,0.97873,0.00489,0,0.08198,0,0,0.01637,0.98325,0.00038,0
"65:1:1","Raddish","Raddish","Drought",2022-02-26 11:24:34,745235,0.18973,0,0.00029,0.08552,0.91404,0.00015,0,51.193,69.78,82.8862,0.00112,0.39014,0.5931,0.00361,0.01203,0,45.316,14557.3,0.162,10332.2,1.40644,48.142,0.52127,0,0,0.00644,0.30602,0.68754,0,0.17908,0,0,0.0129,0.9831,0.00401,0,0.10212,0,0,0.0129,0.98661,0.00049,0
"65:1:1","Raddish","Raddish","Drought",2022-02-27 11:39:23,632243,0.16533,0,5e-05,0.11867,0.88122,6e-05,0,45.173,70.051,74.16,0.0017,0.52699,0.45189,0.00354,0.01588,0,43.603,13996.1,0.156,9643.93,1.44995,42.81,0.47682,0,0,0.00814,0.43588,0.55598,0,0.20994,0,0,0.01136,0.98289,0.00575,0,0.12902,0,0,0.01136,0.98774,9e-04,0
"65:1:1","Raddish","Raddish","Drought",2022-02-28 10:32:35,460149,0.13057,0,0.0013,0.16453,0.83416,1e-05,0,35.753,65.837,64.9491,0.00172,0.72588,0.2531,0.00388,0.01543,0,43.675,12870.1,0.143,8866.71,1.44805,33.814,0.43392,0,0,0.00857,0.62253,0.36889,0,0.25432,0,0,0.00956,0.95449,0.03595,0,0.16087,0,0,0.00956,0.98944,0.001,0
"65:1:1","Raddish","Raddish","Drought",2022-03-01 09:42:20,376556,0.10669,0,0.00103,0.19436,0.80461,0,0,29.808,45.487,57.6976,0.00243,0.79865,0.1713,0.00412,0.0235,0,43.337,12632.7,0.14,8665.81,1.45708,28.053,0.39099,0,0,0.00926,0.72767,0.26307,0,0.26893,0,0,0.00978,0.95076,0.03945,0,0.18758,0,8e-05,0.0097,0.98896,0.00125,0
"65:1:1","Raddish","Raddish","Drought",2022-03-02 13:37:09,282651,0.08159,0,0.00196,0.22306,0.77498,0,0,22.608,43.4,51.5683,0.00265,0.91214,0.05495,0.00488,0.02538,0,42.984,12502.4,0.139,8519.84,1.46668,20.921,0.36032,0,0,0.01096,0.82563,0.1634,0,0.27769,0,0,0.01058,0.91636,0.07306,0,0.20698,0,0,0.01058,0.96867,0.02075,0
"65:1:1","Raddish","Raddish","Drought",2022-03-03 09:49:40,224192,0.06876,0,0.0025,0.23448,0.76302,0,0,18.654,40.981,48.8448,0.00305,0.94252,0.02327,0.00462,0.02654,0,43.6,12018.3,0.134,8289.02,1.45004,17.266,0.34651,0,0,0.01069,0.83409,0.15522,0,0.27235,0,0,0.0117,0.95881,0.02949,0,0.20982,0,0,0.0117,0.98447,0.00383,0
"65:1:1","Raddish","Raddish","Drought",2022-03-04 13:27:57,185680,0.04982,0,0.00201,0.26472,0.73327,0,0,16.131,35.777,44.0187,0.00348,0.94193,0.01557,0.00549,0.03354,0,43.981,11510.8,0.128,7996.55,1.44001,14.867,0.31737,0,0,0.01432,0.85852,0.12716,0,0.26387,0,0,0.01324,0.97303,0.01373,0,0.21785,0,0,0.01324,0.98489,0.00187,0
"65:1:1","Raddish","Raddish","Drought",2022-03-07 13:39:36,138607,0.01951,0,0.00027,0.32455,0.67518,0,0,13.044,23.86,37.0873,0.00347,0.94296,0.01187,0.00689,0.03482,0,44.222,10625.7,0.118,7405.7,1.43377,11.978,0.25882,0,0,0.01957,0.91279,0.06764,0,0.2413,0,0,0.01426,0.97996,0.00578,0,0.23064,0,0,0.01426,0.98468,0.00107,0
"66:1:1","Raddish","Raddish","Drought",2022-02-02 15:24:23,198684,-0.05083,0,0.00242,0.67978,0.31675,0.00106,0,14.228,43.16,20.3135,0.02215,0.77718,0.02278,0.0053,0.17259,0,43.302,13964.6,0.155,9582.73,1.45802,7.52,0.26599,0,0,0.03547,0.93994,0.02459,0,0.29628,0,0,0.01459,0.92249,0.06292,0,0.25469,0,0,0.01459,0.97803,0.00738,0
"66:1:1","Raddish","Raddish","Drought",2022-02-04 12:41:05,200528,-0.03459,2e-05,0.00112,0.66219,0.33629,0.00039,0,14.265,48.775,23.7111,0.01555,0.82451,0.0412,0.00423,0.11452,0,43.254,14057.6,0.156,9630.79,1.45932,7.429,0.2733,0,0,0.02773,0.92931,0.04296,0,0.31777,0,0,0.01009,0.93246,0.05745,0,0.26933,0,2e-05,0.01007,0.98113,0.00878,0
"66:1:1","Raddish","Raddish","Drought",2022-02-07 11:49:52,485476,-2e-05,1e-05,0.00161,0.55626,0.44124,0.00089,0,37.558,57.659,31.2058,0.01551,0.77542,0.10569,0.00469,0.09869,0,44,12926.1,0.144,8971.35,1.43953,30.883,0.3176,0,0,0.02364,0.85545,0.12091,0,0.30182,0,0,0.01108,0.93099,0.05793,0,0.24461,0,0,0.01108,0.97588,0.01304,0
"66:1:1","Raddish","Raddish","Drought",2022-02-09 13:42:17,559986,0.05899,0,0.00043,0.40472,0.59447,0.00039,0,41.691,50.475,45.4211,0.00886,0.72022,0.21302,0.00457,0.05333,0,45.998,13431.9,0.149,9657.17,1.39019,35.17,0.40131,0,0,0.0141,0.69147,0.29443,0,0.28105,0,1e-05,0.0189,0.92602,0.05507,0,0.20218,0,0,0.01891,0.97123,0.00986,0
"66:1:1","Raddish","Raddish","Drought",2022-02-11 13:53:00,636068,0.14261,1e-05,0.00109,0.21816,0.78014,0.00059,0,47.861,54.412,72.4479,0.0113,0.49294,0.42555,0.01095,0.05927,0,48.072,13290,0.148,9879.33,1.34408,41.126,0.52917,0,0,0.00698,0.365,0.62803,0,0.19518,0,2e-05,0.05736,0.91394,0.02867,0,0.1113,0,0,0.05738,0.93939,0.00322,0
"66:1:1","Raddish","Raddish","Drought",2022-02-14 13:35:42,885081,0.21093,2e-05,0.00037,0.09897,0.89995,7e-04,0,68.852,71.576,96.2543,0.00441,0.26636,0.68982,0.01254,0.02687,0,48.48,12854.9,0.143,9620.66,1.33557,60.837,0.61824,0,0,0.00484,0.14663,0.84853,0,0.12266,3e-05,9e-05,0.10868,0.8808,0.0104,0,0.05882,0,0,0.1088,0.89013,0.00107,0
"66:1:1","Raddish","Raddish","Drought",2022-02-16 11:24:07,1029470,0.24967,0,0.00022,0.05371,0.94524,0.00083,0,80.49,84.219,103.943,0.00203,0.14942,0.82846,0.00523,0.01486,0,48.261,12790.1,0.142,9531.69,1.34012,70.105,0.65193,0,0,0.0039,0.08737,0.90873,0,0.09853,3e-05,7e-05,0.10254,0.8901,0.00726,0,0.04256,0,0,0.10264,0.8967,0.00066,0
"66:1:1","Raddish","Raddish","Drought",2022-02-21 11:49:08,1222220,0.25262,0,0.00126,0.0531,0.9454,0.00024,0,97.151,103.876,100.75,0.00102,0.17021,0.81181,0.00495,0.01201,0,48.708,12580.7,0.14,9448.84,1.33089,76.681,0.6313,0,0,0.00332,0.13069,0.86599,0,0.12241,0,1e-05,0.06787,0.92312,0.00901,0,0.05573,0,0,0.06788,0.93154,0.00058,0
"66:1:1","Raddish","Raddish","Drought",2022-02-22 08:32:13,1251680,0.24501,0,0.00091,0.06192,0.93707,1e-04,0,98.074,105.014,97.4915,0.00055,0.20833,0.77609,0.00465,0.01039,0,49.543,12762.6,0.142,9703.46,1.31422,88.164,0.6118,0,0,0.00355,0.17638,0.82007,0,0.13739,0,0,0.05414,0.93899,0.00687,0,0.06723,0,0,0.05414,0.94557,0.00028,0
"66:1:1","Raddish","Raddish","Drought",2022-02-23 13:29:51,1272360,0.22211,0,0.00122,0.09238,0.90631,9e-05,0,98.527,105.166,89.587,6e-04,0.29436,0.68591,0.00569,0.01344,0,44.54,12913.8,0.143,9049.55,1.42568,90.482,0.57336,0,0,0.00395,0.25725,0.7388,0,0.16843,0,0,0.03664,0.95592,0.00744,0,0.09037,0,0,0.03664,0.96287,0.00049,0
"66:1:1","Raddish","Raddish","Drought",2022-02-24 08:49:02,1281350,0.2451,0,0.00152,0.06764,0.93081,2e-05,0,98.413,105.487,95.6885,0.00066,0.20581,0.77693,0.006,0.0106,0,47.828,13020.2,0.145,9643.69,1.34926,87.037,0.59401,0,0,0.00315,0.18478,0.81207,0,0.15134,0,0,0.03732,0.95565,0.00703,0,0.07577,0,0,0.03732,0.96209,0.00059,0
"66:1:1","Raddish","Raddish","Drought",2022-02-25 13:32:12,1252350,0.2248,0,0.00407,0.09421,0.90169,3e-05,0,97.85,105.493,88.5716,0.00079,0.28875,0.69276,0.00427,0.01343,0,44.762,12798.6,0.142,9007.12,1.42008,88.88,0.55787,0,0,0.00422,0.24829,0.7475,0,0.18573,0,0,0.02227,0.96412,0.01361,0,0.09803,0,6e-05,0.02221,0.97734,0.00039,0
"66:1:1","Raddish","Raddish","Drought",2022-02-26 11:22:30,1209080,0.21342,0,0.00248,0.10363,0.89386,3e-05,0,94.92,101.64,84.3868,0.00088,0.35964,0.62522,0.00325,0.01102,0,44.37,12737.9,0.142,8897.65,1.42998,87.717,0.53725,0,0,0.00419,0.29311,0.70269,0,0.20568,0,0,0.0152,0.9707,0.01409,0,0.11307,0,0,0.0152,0.98422,0.00058,0
"66:1:1","Raddish","Raddish","Drought",2022-02-27 11:35:47,1057440,0.21448,0,0.00225,0.10686,0.89087,2e-05,0,91.459,96.557,83.1762,0.00088,0.40811,0.57393,0.00368,0.01339,0,44.513,11562,0.128,8095.71,1.42637,84.223,0.52158,0,0,0.00538,0.35094,0.64368,0,0.21968,0,0,0.01127,0.9715,0.01722,0,0.12213,0,0,0.01127,0.98835,0.00037,0
"66:1:1","Raddish","Raddish","Drought",2022-02-28 10:31:22,1108890,0.17203,1e-05,0.00363,0.15166,0.84469,1e-05,0,88.139,93.529,71.3726,0.00178,0.58086,0.39882,0.00218,0.01637,0,44.847,12581.2,0.14,8860.35,1.41797,82.491,0.47882,0,0,0.00614,0.48776,0.5061,0,0.25704,0,0,0.00612,0.96281,0.03107,0,0.1516,0,0,0.00612,0.99336,0.00052,0
"66:1:1","Raddish","Raddish","Drought",2022-03-01 09:39:23,1070260,0.14724,0,0.00238,0.18717,0.81045,0,0,84.106,90.159,64.0221,0.00207,0.65318,0.32204,0.00271,0.02,0,43.543,12725.1,0.141,8754.16,1.45156,78.526,0.44151,0,0,0.00735,0.56371,0.42894,0,0.28016,0,0,0.00724,0.94061,0.05216,0,0.17566,0,0,0.00724,0.98988,0.0028,8e-05
"66:1:1","Raddish","Raddish","Drought",2022-03-02 13:29:18,979825,0.10826,0,0.00181,0.22747,0.77072,0,0,75.93,87.136,54.3875,0.0024,0.82021,0.15126,0.00295,0.02318,0,43.242,12904.3,0.143,8825.19,1.45965,70.971,0.38348,0,0,0.00854,0.70278,0.28868,0,0.30592,0,0,0.00754,0.91082,0.08165,0,0.2135,0,0,0.00754,0.96556,0.0269,0
